id,name,genre,popularity,pop,rock,jazz,classical,blues,hip-hop,reggae,electronic,acoustic,other
3l9G1G9MxH6DaRhwLklaf5,Oscar Maydon,corrido,87,0,0,0,0,0,0,0,0,0,1
3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,"colombian-pop,reggaeton,reggaeton-colombiano,trap-latino,urbano-latino",79,1,0,0,0,0,1,1,0,0,0
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,"baroque-pop,classic-rock,folk-rock,mellow-gold,psychedelic-rock,rock,singer-songwriter,sunshine-pop",73,1,1,0,0,0,0,0,0,0,1
3pQ4aA7dkolyjUAMrVScgh,Manan Bhardwaj,"desi-pop,modern-bollywood",64,1,0,0,0,0,0,0,0,0,0
3qiHUAX7zY4Qnjx8TNUzVx,Yeat,"pluggnb,rage-rap",84,0,0,0,0,0,1,0,0,0,0
3qsKSpcV3ncke3hw52JSMB,Young Miko,"trap-latino,urbano-latino",80,0,0,0,0,0,1,1,0,0,0
3qvcCP2J0fWi0m0uQDUf6r,Luan Santana,"arrocha,sertanejo,sertanejo-universitario",79,0,0,0,0,0,0,0,0,0,1
3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,"r&b,rap",86,0,0,0,0,0,1,0,0,0,0
3uwAm6vQy7kWPS2bciKWx9,girl in red,"bedroom-pop,indie-pop,norwegian-indie,pov:-indie",78,1,0,0,0,0,0,0,0,0,0
3wagsd3wjqjNVlMLPudipm,Rumi Carter,,43,0,0,0,0,0,0,0,0,0,1
3xs0LEzcPXtgNfMNcHzLIP,Rockwell,,68,0,0,0,0,0,0,0,0,0,1
3y2cIKLjiOlp1Np37WiUdH,Shaboozey,"modern-country-pop,pop-rap",80,1,0,0,0,0,0,0,0,0,0
40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,classic-oklahoma-country,91,0,0,0,0,0,0,0,0,1,0
42MRYPhQfcEXqb18dl5ERX,"Bobby ""Boris"" Pickett","halloween,novelty",67,0,0,0,0,0,0,0,0,0,1
43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,"rock-and-roll,rockabilly",80,0,1,0,0,0,0,0,0,0,0
45dkTj5sMRSjrmBSBeiHym,Tate McRae,pop,85,1,0,0,0,0,0,0,0,0,0
46pWGuE3dSwY3bMMXGBvVS,Rema,"afrobeats,nigerian-pop",79,1,0,0,0,0,0,0,0,0,0
47mIJdHORyRerp4os813jD,League of Legends,"speedrun,video-game-music",79,0,0,0,0,0,0,0,0,0,1
47z98pKd71yIbgXwe9LPVC,Bernadya,,83,0,0,0,0,0,0,0,0,0,1
49e4v89VmlDcFCMyDv9wQ9,Dean Martin,"adult-standards,easy-listening,lounge,vocal-jazz",72,0,0,1,0,0,0,0,0,0,0
4AK6F7OLvEQ5QYCBNiQWHq,One Direction,"boy-band,pop,post-teen-pop,talent-show",91,1,0,0,0,0,0,0,0,0,0
4ClziihVpBeFXNyDH83Lde,UMI,"alternative-r&b,bedroom-soul",62,1,0,0,0,0,0,0,0,0,0
4E2rKHVDssGJm2SCDOMMJB,Doechii,alternative-r&b,76,0,0,0,0,0,0,0,0,0,1
4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,"pop,uk-pop",81,1,0,0,0,0,0,0,0,0,0
4Gso3d4CscCijv0lmajZWs,Don Toliver,rap,88,0,0,0,0,0,1,0,0,0,0
4LazDzEGshEUn9D2zbm6w2,The Citizens of Halloween,,67,0,0,0,0,0,0,0,0,0,1
4OVbrPbhvK46A1uXTU1u5F,Lay Bankz,jersey-club,68,0,0,0,0,0,0,0,0,0,1
4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire","disco,funk,jazz-funk,motown,soul",76,0,0,1,0,1,0,0,0,0,0
4STHEaNw4mPZ2tzheohgXB,Paul McCartney,"classic-rock,mellow-gold,rock,soft-rock",73,0,1,0,0,0,0,0,0,0,0
